20150108072640.log 131.593 5.43513
20150108073640.log 133.55 6.68508
20150108080642.log 139.624 10.1943
20150108081642.log 141.701 11.2668
20150108102647.log 171.571 20.0625
20150108103648.log 174.025 20.2761
20150109090823.log 152.843 16.0958
20150109094824.log 162.162 18.6981
20150109095824.log 164.559 19.1856
20150110072636.log 131.274 5.56163
20150110083640.log 145.652 13.4395
20150110084641.log 147.842 14.3722
20150110101645.log 168.882 20.029
20150110102949.log 172.094 20.3976
20150110103950.log 174.563 20.596
20150110104950.log 177.029 20.721
20150110110127.log 179.916 20.7749
20150110111127.log 182.394 20.7418
20150110131134.log 210.963 14.881
20150110132134.log 213.177 13.9783
20150110133135.log 215.346 13.0259
20150110134135.log 217.496 12.0147
20150110135136.log 219.605 10.9567
20150112075637.log 136.932 9.38912
20150112080638.log 138.957 10.5093
20150112115158.log 192.222 20.1991
20150113083546.log 145.019 13.6811
20150113111324.log 182.604 21.2135
20150113113325.log 187.574 20.9151
20150113114326.log 190.05 20.656
20150114072635.log 130.611 5.90007
20150114100808.log 166.286 20.2984
20150114105810.log 178.699 21.4151
20150114110811.log 181.205 21.4177
20150114133405.log 215.85 13.5179
20150114144409.log 230.213 5.41565
20150115102030.log 169.216 20.9108
20150115103030.log 171.692 21.1929
20150115104031.log 174.192 21.4033
20150115110031.log 179.207 21.6015
20150115111032.log 181.719 21.5891
20150115111348.log 182.533 21.569
20150115112348.log 185.02 21.4593
20150115140546.log 222.567 10.3193
20150115142548.log 226.636 7.9353
20150115144548.log 230.572 5.39253
20150116095512.log 162.91 20.0458
20150116100513.log 165.349 20.511
20150116101513.log 167.808 20.9061
20150116104515.log 175.276 21.6585
20150116120643.log 195.595 20.3566
20150118100027.log 163.937 20.6518
20150119095646.log 162.9 20.6569
20150119102647.log 170.345 21.8405
20150119113052.log 186.539 22.146
20150119113553.log 187.803 22.0405
20150119114553.log 190.279 21.7789
20150120143622.log 228.936 7.67686
20150123073848.log 131.427 8.63527
20150126092646.log 154.701 20.2546
20150126101648.log 167.078 23.0429
20150126102649.log 169.631 23.3876
20150126104650.log 174.787 23.8523
20150126105650.log 177.381 23.9703
20150126110651.log 179.968 24.0112
20150126114652.log 190.29 23.4114
20150126115653.log 192.849 23.0717
20150126120653.log 195.375 22.6605
20150126121653.log 197.878 22.1775
20150127072634.log 128.258 7.73741
20150127073634.log 130.252 9.05256
20150128080240.log 135.458 12.5112
20150128082242.log 139.719 14.7933
20150128095246.log 160.856 22.4065
20150128100247.log 163.337 22.9237
20150128101413.log 166.258 23.4382
20150131111121.log 180.909 25.3359
20150202095140.log 160.005 23.6349
20150202105022.log 175.298 25.7812
20150202113024.log 185.903 25.7182
20150202123028.log 201.484 23.3134
20150203103314.log 170.684 25.7093
20150203104315.log 173.334 25.9472
20150203105315.log 175.995 26.107
20150203110316.log 178.672 26.1883
20150203112317.log 184.011 26.1129
20150203120320.log 194.579 25.0231
20150203122321.log 199.737 24.025
20150203131323.log 212.074 20.3183
20150212085641.log 145.145 22.2324
20150212095810.log 160.731 27.0008
20150212100810.log 163.385 27.523
20150212101810.log 166.087 27.9728
20150212102811.log 168.855 28.3493
20150213143625.log 232.067 13.7543
20150214105926.log 177.422 29.6591
20150214110927.log 180.23 29.6963
20150214112004.log 183.224 29.6441
20150214121007.log 197.034 28.1621
20150214122007.log 199.719 27.6303
20150214124009.log 205.005 26.3403
20150215072632.log 124.648 12.2814
20150216100959.log 163.622 28.9513
20150216121835.log 199.523 28.3781
20150216134837.log 222.143 20.5526
20150217094827.log 157.72 28.079
20150219090911.log 147.276 25.6669
20150219091912.log 149.842 26.5618
20150219093033.log 152.8 27.4928
20150219094033.log 155.403 28.2252
20150219115039.log 192.072 30.6925
20150219120039.log 194.904 30.2959
20150219120824.log 197.07 29.934
20150219122825.log 202.537 28.7897
20150219123826.log 205.22 28.104
20150219125826.log 210.445 26.5239
20150219131827.log 215.489 24.68
20150219134828.log 222.697 21.4727
20150220152256.log 243.05 9.00797
20150223120416.log 196.37 31.5313
20150225131827.log 216.666 26.6013
20150225132828.log 219.159 25.5609
20150226084636.log 140.734 25.8476
20150226102642.log 167.964 33.2603
20150226104644.log 173.863 33.8021
20150226113647.log 188.743 33.6217
20150226114647.log 191.689 33.3228
20150227095807.log 159.673 32.276
20150227100808.log 162.538 32.829
20150227101617.log 164.902 33.2196
20150227122302.log 202.254 31.8952
20150227131304.log 215.728 27.7882
20150228100920.log 162.85 33.2687
20150228105923.log 177.703 34.7186
20150228110923.log 180.721 34.7446
20150301085209.log 141.713 27.5161
20150301105214.log 175.544 35.0241
20150301111215.log 181.65 35.1132
20150301114216.log 190.649 34.5777
20150301143224.log 234.954 18.8456
20150303102932.log 168.727 35.2609
20150303103933.log 171.752 35.5512
20150303104934.log 174.802 35.7529
20150303105934.log 177.861 35.8642
20150303111935.log 183.991 35.8146
20150303113936.log 190.084 35.4036
20150303114936.log 193.095 35.0652
20150303124940.log 210.398 31.2874
20150304101642.log 164.861 35.1467
20150304102642.log 167.866 35.5495
20150304104643.log 173.969 36.0916
20150304105643.log 177.037 36.2272
20150304115648.log 195.393 35.136
20150305101042.log 163.056 35.2541
20150305102235.log 166.663 35.7892
20150305103235.log 169.668 36.1359
20150305105212.log 175.702 36.5651
20150305113214.log 188.078 36.3516
20150305114214.log 191.14 36.071
20150305115214.log 194.18 35.7011
20150305120214.log 197.167 35.2475
20150306100845.log 162.451 35.5464
20150306102847.log 168.519 36.4041
20150307100046.log 160.025 35.4983
20150307101046.log 163.02 36.0388
20150307102046.log 166.056 36.494
20150307103047.log 169.132 36.8619
20150307104047.log 172.23 37.1394
20150307110048.log 178.485 37.4198
20150307112050.log 184.761 37.3289
20150307115051.log 194.055 36.5036
20150307120051.log 197.087 36.0514
20150307121052.log 200.089 35.5121
20150308095100.log 157.089 35.2815
20150308100101.log 160.06 35.9052
20150308103102.log 169.222 37.2634
20150309101709.log 164.932 37.128
20150311055801.log 102.46 6.15789
20150311060802.log 104.352 7.81895
20150312124049.log 209.929 35.1541
20150314105815.log 178.188 40.1592
20150314110815.log 181.457 40.1672
20150314111816.log 184.739 40.0778
20150315103214.log 169.761 40.0874
20150315104215.log 173.027 40.345
20150315105215.log 176.297 40.5053
20150315110216.log 179.595 40.5691
20150315111216.log 182.878 40.5353
20150315112216.log 186.158 40.4043
20150315113217.log 189.426 40.1766
20150316105825.log 178.439 40.9532
20150316110826.log 181.726 40.9535
20150316111827.log 185.02 40.8567
20150316112827.log 188.321 40.6616
20150316113828.log 191.592 40.3704
20150316115828.log 198.036 39.5047
20150317095620.log 158.306 39.2059
20150317101712.log 164.946 40.3301
20150317102712.log 168.182 40.7258
20150317103713.log 171.481 41.0297
20150317104713.log 174.772 41.2345
20150317105713.log 178.096 41.3429
20150317110713.log 181.426 41.3527
20150317111714.log 184.752 41.2639
20150317112715.log 188.086 41.0757
20150317114716.log 194.618 40.4138
20150318101053.log 162.9 40.4326
20150318102053.log 166.146 40.889
20150318103054.log 169.428 41.2508
20150318104054.log 172.747 41.5169
20150318105054.log 176.083 41.6849
20150318105305.log 176.824 41.7087
20150318110305.log 180.163 41.7559
20150318111306.log 183.502 41.7046
20150318112306.log 186.846 41.554
20150318113307.log 190.17 41.3052
20150318114308.log 193.458 40.9604
20150318115309.log 196.723 40.519
20150319124651.log 213.47 37.0223
20150322094605.log 154.86 40.5153
20150322103609.log 171.315 43.0038
20150322111400.log 184.326 43.2597
20150322112400.log 187.735 43.0847
20150322115402.log 197.812 41.9654
20150324105028.log 176.4 44.0678
20150324112030.log 186.837 43.9319
20150324113030.log 190.29 43.6815
20150324114031.log 193.703 43.3314
20150324115031.log 197.077 42.8829
20150324121033.log 203.649 41.7066
20150324122033.log 206.843 40.9841
20150401090011.log 139.897 40.2313
20150401091012.log 142.88 41.2946
20150401092012.log 145.944 42.2831
20150401093012.log 149.097 43.1955
20150401095014.log 155.689 44.7781
20150401100014.log 159.103 45.4342
20150401101014.log 162.576 45.993
20150401102015.log 166.124 46.4543
20150401111018.log 184.372 47.1744
20150401112019.log 187.981 46.9965
20150401114021.log 195.24 46.3126
20150401115021.log 198.762 45.819
20150401120021.log 202.213 45.2285
20150401121021.log 205.546 44.5542
20150401122022.log 208.899 43.7687
20150401123022.log 212.117 42.9096
20150401124023.log 215.252 41.9692
20150401125023.log 218.296 40.9539
20150402085705.log 138.809 40.2495
20150402095708.log 158 45.6327
20150402100708.log 161.428 46.2149
20150402101709.log 165.033 46.7154
20150402102709.log 168.63 47.1041
20150402103710.log 172.283 47.3887
20150402104711.log 175.972 47.5656
20150402105712.log 179.672 47.6329
20150402110837.log 183.891 47.5757
20150402113838.log 194.779 46.7603
20150402114839.log 198.344 46.2775
20150402121840.log 208.582 44.2548
20150403090807.log 142.012 41.8432
20150403091807.log 145.05 42.841
20150403092807.log 148.205 43.7724
20150403093808.log 151.523 44.6413
20150403094808.log 154.824 45.3983
20150403095809.log 158.32 46.0881
20150403100809.log 161.777 46.6612
